city,timestamp,aqi,pm2_5,pm10,co,no2,o3,so2,nh3,no,temperature,humidity,wind_speed,hour,day,month,day_of_week,aqi_lag_1,aqi_lag_2,aqi_change,aqi_rolling_mean_3,target_aqi
Quetta,2026-08-02 07:00:00+00:00,112,39.8,212.05,83.42,0.12,99.23,0.12,0.23,0.02,34.3,16,1.97,7,2,8,6,120.0,123.0,-8.0,118.33333333333333,104.0
Quetta,2026-08-02 08:00:00+00:00,104,36.71,193.98,82.46,0.11,99.41,0.12,0.22,0.02,35.4,13,2.59,8,2,8,6,112.0,120.0,-8.0,112.0,100.0
Quetta,2026-08-02 09:00:00+00:00,100,35.27,184.05,83.66,0.12,98.61,0.13,0.23,0.02,36.3,11,3.47,9,2,8,6,104.0,112.0,-4.0,105.33333333333333,99.0
Quetta,2026-08-02 10:00:00+00:00,99,35.06,181.86,85.22,0.14,98.66,0.15,0.23,0.02,36.7,11,3.3,10,2,8,6,100.0,104.0,-1.0,101.0,99.0
Quetta,2026-08-02 11:00:00+00:00,99,35.02,180.86,87.77,0.14,97.89,0.17,0.24,0.02,36.3,11,1.66,11,2,8,6,99.0,100.0,0.0,99.33333333333333,99.0
Quetta,2026-08-02 12:00:00+00:00,99,34.92,179.15,92.83,0.16,97.23,0.2,0.24,0.02,35.8,11,2.55,12,2,8,6,99.0,99.0,0.0,99.0,98.0
Quetta,2026-08-02 13:00:00+00:00,98,34.41,175.05,99.83,0.22,96.5,0.23,0.25,0.01,34.2,12,1.38,13,2,8,6,99.0,99.0,-1.0,98.66666666666667,98.0
Quetta,2026-08-02 14:00:00+00:00,98,34.29,173.05,106.31,0.32,95.98,0.25,0.27,0.0,31.7,23,1.66,14,2,8,6,98.0,99.0,0.0,98.33333333333333,98.0
Quetta,2026-08-02 15:00:00+00:00,98,34.45,173.27,109.84,0.39,95.65,0.24,0.27,0.0,28.1,51,3.97,15,2,8,6,98.0,98.0,0.0,98.0,98.0
Quetta,2026-08-02 16:00:00+00:00,98,34.63,167.83,119.21,0.57,93.15,0.26,0.37,0.0,25.9,62,3.86,16,2,8,6,98.0,98.0,0.0,98.0,100.0
Quetta,2026-08-02 17:00:00+00:00,100,35.32,163.66,129.73,0.82,90.76,0.28,0.49,0.0,25.4,64,3.56,17,2,8,6,98.0,98.0,2.0,98.66666666666667,102.0
Quetta,2026-08-02 18:00:00+00:00,102,36.07,162.05,132.84,1.01,88.99,0.25,0.57,0.0,25.0,65,2.91,18,2,8,6,100.0,98.0,2.0,100.0,103.0
Quetta,2026-08-02 19:00:00+00:00,103,36.48,159.22,131.76,1.13,87.27,0.22,0.65,0.0,24.4,68,2.44,19,2,8,6,102.0,100.0,1.0,101.66666666666667,104.0
Quetta,2026-08-02 20:00:00+00:00,104,36.89,156.64,131.07,1.2,85.88,0.2,0.67,0.0,24.5,69,2.0,20,2,8,6,103.0,102.0,1.0,103.0,105.0
Quetta,2026-08-02 21:00:00+00:00,105,37.09,155.0,128.6,1.22,84.56,0.17,0.66,0.0,24.3,70,2.01,21,2,8,6,104.0,103.0,1.0,104.0,105.0
Quetta,2026-08-02 22:00:00+00:00,105,37.27,155.79,122.09,1.21,83.41,0.14,0.61,0.0,23.7,74,1.85,22,2,8,6,105.0,104.0,0.0,104.66666666666667,106.0
Quetta,2026-08-02 23:00:00+00:00,106,37.58,159.02,115.51,1.22,83.03,0.13,0.59,0.0,24.0,73,1.76,23,2,8,6,105.0,105.0,1.0,105.33333333333333,107.0
Quetta,2026-08-03 00:00:00+00:00,107,37.82,163.09,111.12,1.26,83.38,0.12,0.59,0.0,23.4,76,0.86,0,3,8,0,106.0,105.0,1.0,106.0,107.0
Quetta,2026-08-03 01:00:00+00:00,107,37.81,168.79,107.12,1.3,84.0,0.12,0.58,0.0,22.6,80,1.12,1,3,8,0,107.0,106.0,0.0,106.66666666666667,108.0
Quetta,2026-08-03 02:00:00+00:00,108,38.32,179.67,102.98,1.34,86.27,0.13,0.54,0.01,23.8,74,1.68,2,3,8,0,107.0,107.0,1.0,107.33333333333333,110.0
Quetta,2026-08-03 03:00:00+00:00,110,39.34,198.08,96.89,1.1,91.81,0.13,0.42,0.09,25.2,67,1.86,3,3,8,0,108.0,107.0,2.0,108.33333333333333,113.0
Quetta,2026-08-03 04:00:00+00:00,113,40.55,225.74,84.26,0.34,101.92,0.12,0.16,0.04,27.9,52,1.71,4,3,8,0,110.0,108.0,3.0,110.33333333333333,114.0
Quetta,2026-08-03 05:00:00+00:00,114,40.72,229.49,82.04,0.22,101.64,0.12,0.15,0.04,31.3,31,0.76,5,3,8,0,113.0,110.0,1.0,112.33333333333333,114.0
Quetta,2026-08-03 06:00:00+00:00,114,40.8,231.26,79.95,0.17,100.76,0.11,0.14,0.03,32.8,21,1.15,6,3,8,0,114.0,113.0,0.0,113.66666666666667,113.0
Quetta,2026-08-03 07:00:00+00:00,113,40.36,233.99,76.72,0.11,103.03,0.1,0.11,0.02,34.3,16,1.75,7,3,8,0,114.0,114.0,-1.0,113.66666666666667,106.0
Quetta,2026-08-03 08:00:00+00:00,106,37.72,215.52,75.35,0.11,102.88,0.09,0.11,0.02,35.1,13,2.01,8,3,8,0,113.0,114.0,-7.0,111.0,102.0
Quetta,2026-08-03 09:00:00+00:00,102,35.9,202.63,75.31,0.11,101.69,0.08,0.12,0.02,35.8,11,3.42,9,3,8,0,106.0,113.0,-4.0,107.0,99.0
Quetta,2026-08-03 10:00:00+00:00,99,34.84,195.04,75.84,0.12,101.68,0.08,0.12,0.02,36.1,10,4.27,10,3,8,0,102.0,106.0,-3.0,102.33333333333333,96.0
Quetta,2026-08-03 11:00:00+00:00,96,33.38,185.55,76.27,0.13,101.3,0.08,0.12,0.02,35.9,11,4.15,11,3,8,0,99.0,102.0,-3.0,99.0,92.0
Quetta,2026-08-03 12:00:00+00:00,92,31.8,174.36,77.04,0.16,101.0,0.09,0.11,0.02,35.2,12,4.4,12,3,8,0,96.0,99.0,-4.0,95.66666666666667,90.0
Quetta,2026-08-03 13:00:00+00:00,90,30.66,163.42,79.34,0.25,100.74,0.11,0.12,0.02,34.2,12,3.51,13,3,8,0,92.0,96.0,-2.0,92.66666666666667,89.0
Quetta,2026-08-03 14:00:00+00:00,89,30.17,155.18,81.22,0.4,100.03,0.13,0.15,0.01,32.9,12,1.92,14,3,8,0,90.0,92.0,-1.0,90.33333333333333,89.0
Quetta,2026-08-03 15:00:00+00:00,89,30.18,152.08,81.63,0.48,100.14,0.13,0.18,0.0,30.8,16,0.18,15,3,8,0,89.0,90.0,0.0,89.33333333333333,90.0
Quetta,2026-08-03 16:00:00+00:00,90,30.48,147.5,83.31,0.65,97.41,0.14,0.27,0.0,28.9,32,1.68,16,3,8,0,89.0,89.0,1.0,89.33333333333333,92.0
Quetta,2026-08-03 17:00:00+00:00,92,31.45,146.15,86.43,0.89,94.25,0.15,0.37,0.0,26.7,54,2.17,17,3,8,0,90.0,89.0,2.0,90.33333333333333,95.0
Quetta,2026-08-03 18:00:00+00:00,95,33.16,151.7,88.22,1.08,91.47,0.16,0.44,0.0,25.4,67,2.58,18,3,8,0,92.0,90.0,3.0,92.33333333333333,100.0
Quetta,2026-08-03 19:00:00+00:00,100,35.21,160.57,87.97,1.17,88.64,0.16,0.48,0.0,24.3,74,2.25,19,3,8,0,95.0,92.0,5.0,95.66666666666667,106.0
Quetta,2026-08-03 20:00:00+00:00,106,37.48,171.45,87.38,1.16,87.56,0.15,0.48,0.0,23.7,77,1.69,20,3,8,0,100.0,95.0,6.0,100.33333333333333,113.0
Quetta,2026-08-03 21:00:00+00:00,113,40.47,189.74,85.57,1.05,88.65,0.14,0.46,0.0,23.1,79,1.63,21,3,8,0,106.0,100.0,7.0,106.33333333333333,124.0
Quetta,2026-08-03 22:00:00+00:00,124,44.86,219.57,82.58,0.87,91.15,0.13,0.42,0.0,22.6,82,2.21,22,3,8,0,113.0,106.0,11.0,114.33333333333333,133.0
Quetta,2026-08-03 23:00:00+00:00,133,48.69,242.1,81.64,0.85,92.33,0.12,0.42,0.0,21.7,86,1.61,23,3,8,0,124.0,113.0,9.0,123.33333333333333,140.0
Quetta,2026-08-04 00:00:00+00:00,140,51.39,257.12,81.24,0.87,93.03,0.12,0.43,0.0,22.2,81,0.96,0,4,8,1,133.0,124.0,7.0,132.33333333333334,144.0
Quetta,2026-08-04 01:00:00+00:00,144,52.82,266.52,80.71,0.9,92.54,0.12,0.43,0.0,21.6,82,0.81,1,4,8,1,140.0,133.0,4.0,139.0,147.0
Quetta,2026-08-04 02:00:00+00:00,147,54.34,278.39,81.51,1.0,93.6,0.13,0.4,0.01,23.1,71,1.12,2,4,8,1,144.0,140.0,3.0,143.66666666666666,151.0
Quetta,2026-08-04 03:00:00+00:00,151,55.51,297.41,81.52,0.83,98.25,0.13,0.32,0.05,26.1,56,0.72,3,4,8,1,147.0,144.0,4.0,147.33333333333334,132.0
Quetta,2026-08-04 04:00:00+00:00,132,48.1,271.32,77.58,0.29,108.57,0.13,0.17,0.04,29.3,28,1.47,4,4,8,1,151.0,147.0,-19.0,143.33333333333334,117.0
Quetta,2026-08-04 05:00:00+00:00,117,41.8,229.34,75.73,0.21,109.7,0.13,0.14,0.04,31.3,15,2.98,5,4,8,1,132.0,151.0,-15.0,133.33333333333334,110.0
Quetta,2026-08-04 06:00:00+00:00,110,39.24,213.11,74.34,0.16,109.99,0.13,0.12,0.03,32.3,13,3.72,6,4,8,1,117.0,132.0,-7.0,119.66666666666667,99.0
Quetta,2026-08-04 07:00:00+00:00,99,35.12,193.29,73.42,0.13,114.12,0.13,0.11,0.03,33.4,12,3.88,7,4,8,1,110.0,117.0,-11.0,108.66666666666667,95.0
Quetta,2026-08-04 08:00:00+00:00,95,32.81,178.54,72.16,0.13,113.49,0.13,0.09,0.03,34.2,11,3.7,8,4,8,1,99.0,110.0,-4.0,101.33333333333333,94.0
Quetta,2026-08-04 09:00:00+00:00,94,32.37,174.72,71.5,0.14,111.95,0.13,0.09,0.03,34.6,10,3.67,9,4,8,1,95.0,99.0,-1.0,96.0,95.0
Quetta,2026-08-04 10:00:00+00:00,95,32.94,176.63,71.85,0.15,111.22,0.12,0.08,0.03,34.6,10,3.71,10,4,8,1,94.0,95.0,1.0,94.66666666666667,96.0
Quetta,2026-08-04 11:00:00+00:00,96,33.45,178.14,72.08,0.15,110.21,0.12,0.08,0.03,34.2,11,3.64,11,4,8,1,95.0,94.0,1.0,95.0,97.0
Quetta,2026-08-04 12:00:00+00:00,97,33.84,178.82,72.41,0.17,109.88,0.12,0.08,0.02,33.4,11,3.05,12,4,8,1,96.0,95.0,1.0,96.0,98.0
Quetta,2026-08-04 13:00:00+00:00,98,34.59,180.09,73.74,0.3,109.46,0.13,0.12,0.03,32.3,12,2.41,13,4,8,1,97.0,96.0,1.0,97.0,102.0
Quetta,2026-08-04 14:00:00+00:00,102,35.74,183.23,75.15,0.48,108.25,0.14,0.16,0.01,31.0,14,0.76,14,4,8,1,98.0,97.0,4.0,99.0,106.0
Quetta,2026-08-04 15:00:00+00:00,106,37.53,192.38,75.62,0.56,107.38,0.16,0.2,0.0,29.2,16,0.95,15,4,8,1,102.0,98.0,4.0,102.0,111.0
Quetta,2026-08-04 16:00:00+00:00,111,39.61,200.71,75.76,0.62,105.81,0.18,0.23,0.0,28.2,18,0.65,16,4,8,1,106.0,102.0,5.0,106.33333333333333,118.0
Quetta,2026-08-04 17:00:00+00:00,118,42.25,210.7,76.28,0.65,104.56,0.2,0.25,0.0,27.3,19,1.31,17,4,8,1,111.0,106.0,7.0,111.66666666666667,125.0
Quetta,2026-08-04 18:00:00+00:00,125,45.24,226.28,76.57,0.65,103.82,0.21,0.25,0.0,26.3,25,1.24,18,4,8,1,118.0,111.0,7.0,118.0,131.0
Quetta,2026-08-04 19:00:00+00:00,131,47.81,238.0,76.69,0.7,101.66,0.21,0.27,0.0,24.5,44,1.68,19,4,8,1,125.0,118.0,6.0,124.66666666666667,137.0
Quetta,2026-08-04 20:00:00+00:00,137,50.13,246.3,78.17,0.8,99.19,0.22,0.34,0.0,23.0,64,2.15,20,4,8,1,131.0,125.0,6.0,131.0,143.0
Quetta,2026-08-04 21:00:00+00:00,143,52.38,256.53,79.4,0.85,97.32,0.22,0.4,0.0,22.1,76,1.88,21,4,8,1,137.0,131.0,6.0,137.0,148.0
Quetta,2026-08-04 22:00:00+00:00,148,54.64,269.96,79.97,0.86,95.13,0.22,0.43,0.0,21.4,81,1.77,22,4,8,1,143.0,137.0,5.0,142.66666666666666,152.0
Quetta,2026-08-04 23:00:00+00:00,152,58.32,294.83,80.66,0.83,93.78,0.21,0.44,0.0,20.7,86,1.43,23,4,8,1,148.0,143.0,4.0,147.66666666666666,156.0
Quetta,2026-08-05 00:00:00+00:00,156,64.4,337.63,81.59,0.79,92.7,0.19,0.43,0.0,20.6,87,0.99,0,5,8,2,152.0,148.0,4.0,152.0,160.0
Quetta,2026-08-05 01:00:00+00:00,160,73.46,403.38,82.53,0.76,91.28,0.17,0.42,0.0,20.1,89,0.97,1,5,8,2,156.0,152.0,4.0,156.0,167.0
Quetta,2026-08-05 02:00:00+00:00,167,87.3,501.75,84.78,0.8,89.83,0.16,0.39,0.0,21.8,79,1.39,2,5,8,2,160.0,156.0,7.0,161.0,179.0
Quetta,2026-08-05 03:00:00+00:00,179,109.09,657.22,86.64,0.72,88.62,0.14,0.32,0.04,25.3,56,0.8,3,5,8,2,167.0,160.0,12.0,168.66666666666666,194.0
Quetta,2026-08-05 04:00:00+00:00,194,138.87,856.63,85.88,0.29,88.51,0.11,0.2,0.03,28.9,31,1.19,4,5,8,2,179.0,167.0,15.0,180.0,195.0
Quetta,2026-08-05 05:00:00+00:00,195,140.92,845.41,86.18,0.2,88.19,0.1,0.18,0.03,30.9,19,2.91,5,5,8,2,194.0,179.0,1.0,189.33333333333334,194.0
Quetta,2026-08-05 06:00:00+00:00,194,138.92,813.6,86.19,0.15,88.03,0.09,0.17,0.03,32.0,16,2.63,6,5,8,2,195.0,194.0,-1.0,194.33333333333334,179.0
Quetta,2026-08-05 07:00:00+00:00,179,109.62,628.45,85.34,0.11,92.41,0.08,0.15,0.02,33.0,15,2.37,7,5,8,2,194.0,195.0,-15.0,189.33333333333334,167.0
Quetta,2026-08-05 08:00:00+00:00,167,86.37,482.72,82.82,0.11,96.24,0.08,0.14,0.02,33.8,13,2.34,8,5,8,2,179.0,194.0,-12.0,180.0,163.0
Quetta,2026-08-05 09:00:00+00:00,163,78.24,428.2,81.35,0.12,97.23,0.07,0.13,0.02,34.3,13,2.54,9,5,8,2,167.0,179.0,-4.0,169.66666666666666,161.0
Quetta,2026-08-05 10:00:00+00:00,161,74.85,401.63,81.47,0.13,97.96,0.07,0.13,0.02,34.2,13,3.11,10,5,8,2,163.0,167.0,-2.0,163.66666666666666,159.0
Quetta,2026-08-05 11:00:00+00:00,159,71.61,378.5,81.18,0.13,97.8,0.07,0.13,0.02,33.9,13,3.72,11,5,8,2,161.0,163.0,-2.0,161.0,157.0
Quetta,2026-08-05 12:00:00+00:00,157,68.04,355.31,81.02,0.15,97.97,0.07,0.13,0.02,32.9,13,3.61,12,5,8,2,159.0,161.0,-2.0,159.0,156.0
Quetta,2026-08-05 13:00:00+00:00,156,64.91,335.63,82.08,0.23,97.9,0.08,0.15,0.02,32.1,14,3.03,13,5,8,2,157.0,159.0,-1.0,157.33333333333334,155.0
Quetta,2026-08-05 14:00:00+00:00,155,62.58,319.92,83.52,0.35,96.64,0.08,0.18,0.01,30.9,14,2.04,14,5,8,2,156.0,157.0,-1.0,156.0,154.0
Quetta,2026-08-05 15:00:00+00:00,154,60.42,308.39,84.66,0.38,95.06,0.08,0.2,0.0,29.4,16,0.8,15,5,8,2,155.0,156.0,-1.0,155.0,153.0
Quetta,2026-08-05 16:00:00+00:00,153,58.73,292.59,85.4,0.44,92.2,0.09,0.24,0.0,28.4,18,0.29,16,5,8,2,154.0,155.0,-1.0,154.0,152.0
Quetta,2026-08-05 17:00:00+00:00,152,58.01,279.79,87.09,0.57,88.69,0.09,0.3,0.0,27.5,18,1.03,17,5,8,2,153.0,154.0,-1.0,153.0,152.0
Quetta,2026-08-05 18:00:00+00:00,152,57.47,273.57,88.38,0.68,85.63,0.09,0.34,0.0,27.1,20,1.12,18,5,8,2,152.0,153.0,0.0,152.33333333333334,152.0
Quetta,2026-08-05 19:00:00+00:00,152,56.93,268.56,89.14,0.81,81.97,0.1,0.4,0.0,26.1,21,0.98,19,5,8,2,152.0,152.0,0.0,152.0,152.0
Quetta,2026-08-05 20:00:00+00:00,152,57.01,267.83,90.03,0.93,79.46,0.1,0.46,0.0,25.2,22,1.09,20,5,8,2,152.0,152.0,0.0,152.0,152.0
Quetta,2026-08-05 21:00:00+00:00,152,57.43,273.23,90.27,0.98,78.36,0.1,0.51,0.0,24.3,24,1.07,21,5,8,2,152.0,152.0,0.0,152.0,152.0
Quetta,2026-08-05 22:00:00+00:00,152,57.9,282.34,89.37,0.96,78.43,0.1,0.53,0.0,23.6,25,0.72,22,5,8,2,152.0,152.0,0.0,152.0,153.0
Quetta,2026-08-05 23:00:00+00:00,153,58.87,293.99,88.11,0.9,79.93,0.09,0.51,0.0,23.2,26,0.6,23,5,8,2,152.0,152.0,1.0,152.33333333333334,154.0
Quetta,2026-08-06 00:00:00+00:00,154,60.35,310.56,86.52,0.83,82.79,0.08,0.47,0.0,23.6,28,0.22,0,6,8,3,153.0,152.0,1.0,153.0,155.0
Quetta,2026-08-06 01:00:00+00:00,155,62.35,333.04,84.7,0.75,86.81,0.08,0.42,0.0,22.9,29,0.21,1,6,8,3,154.0,153.0,1.0,154.0,156.0
Quetta,2026-08-06 02:00:00+00:00,156,65.03,357.91,84.59,0.8,91.21,0.07,0.37,0.0,24.2,28,0.11,2,6,8,3,155.0,154.0,1.0,155.0,157.0
Quetta,2026-08-06 03:00:00+00:00,157,66.53,376.9,84.4,0.73,97.16,0.07,0.28,0.04,26.8,21,0.71,3,6,8,3,156.0,155.0,1.0,156.0,155.0
Quetta,2026-08-06 04:00:00+00:00,155,64.21,372.37,81.07,0.35,103.72,0.05,0.17,0.04,28.9,16,1.3,4,6,8,3,157.0,156.0,-2.0,156.0,154.0
Quetta,2026-08-06 05:00:00+00:00,154,61.72,354.41,80.0,0.26,104.49,0.05,0.16,0.05,30.9,12,1.6,5,6,8,3,155.0,157.0,-1.0,155.33333333333334,153.0
Quetta,2026-08-06 06:00:00+00:00,153,58.59,333.81,78.61,0.21,104.88,0.04,0.16,0.04,32.3,9,2.17,6,6,8,3,154.0,155.0,-1.0,154.0,122.0
Quetta,2026-08-06 07:00:00+00:00,122,43.86,252.61,76.69,0.13,108.75,0.04,0.12,0.03,33.6,8,2.77,7,6,8,3,153.0,154.0,-31.0,143.0,114.0
Quetta,2026-08-06 08:00:00+00:00,114,40.65,232.38,75.89,0.12,106.83,0.04,0.12,0.02,34.4,7,3.02,8,6,8,3,122.0,153.0,-8.0,129.66666666666666,116.0
Quetta,2026-08-06 09:00:00+00:00,116,41.49,235.81,75.06,0.12,105.36,0.04,0.12,0.02,34.9,7,3.27,9,6,8,3,114.0,122.0,2.0,117.33333333333333,122.0
Quetta,2026-08-06 10:00:00+00:00,122,43.91,248.63,75.3,0.13,105.31,0.04,0.12,0.02,34.8,8,3.31,10,6,8,3,116.0,114.0,6.0,117.33333333333333,127.0
Quetta,2026-08-06 11:00:00+00:00,127,46.09,259.84,75.36,0.15,104.56,0.04,0.12,0.02,34.3,8,3.6,11,6,8,3,122.0,116.0,5.0,121.66666666666667,133.0
Quetta,2026-08-06 12:00:00+00:00,133,48.33,271.4,75.75,0.17,103.64,0.04,0.13,0.02,33.3,9,3.74,12,6,8,3,127.0,122.0,6.0,127.33333333333333,140.0
Quetta,2026-08-06 13:00:00+00:00,140,51.35,284.29,77.56,0.26,102.57,0.06,0.16,0.02,32.0,10,3.4,13,6,8,3,133.0,127.0,7.0,133.33333333333334,148.0
Quetta,2026-08-06 14:00:00+00:00,148,54.72,295.57,79.98,0.41,100.66,0.09,0.2,0.01,30.6,11,2.04,14,6,8,3,140.0,133.0,8.0,140.33333333333334,152.0
Quetta,2026-08-06 15:00:00+00:00,152,57.32,304.27,82.04,0.5,99.06,0.11,0.23,0.0,29.1,15,0.22,15,6,8,3,148.0,140.0,4.0,146.66666666666666,152.0
Quetta,2026-08-06 16:00:00+00:00,152,57.78,291.82,85.69,0.78,93.76,0.16,0.35,0.0,27.9,14,0.43,16,6,8,3,152.0,148.0,0.0,150.66666666666666,152.0
Quetta,2026-08-06 17:00:00+00:00,152,57.97,276.6,91.61,1.23,86.98,0.18,0.52,0.0,27.1,15,0.25,17,6,8,3,152.0,152.0,0.0,152.0,153.0
Quetta,2026-08-06 18:00:00+00:00,153,58.53,269.7,95.82,1.64,81.63,0.18,0.69,0.0,26.9,15,0.38,18,6,8,3,152.0,152.0,1.0,152.33333333333334,153.0
Quetta,2026-08-06 19:00:00+00:00,153,58.76,266.01,97.22,1.89,77.49,0.17,0.82,0.0,25.8,16,0.71,19,6,8,3,153.0,152.0,0.0,152.66666666666666,153.0
Quetta,2026-08-06 20:00:00+00:00,153,59.27,267.32,97.8,1.99,74.86,0.16,0.86,0.0,24.5,19,1.42,20,6,8,3,153.0,153.0,0.0,153.0,153.0
Quetta,2026-08-06 21:00:00+00:00,153,59.48,269.43,97.47,1.99,74.06,0.14,0.84,0.0,23.0,36,1.71,21,6,8,3,153.0,153.0,0.0,153.0,153.0
Quetta,2026-08-06 22:00:00+00:00,153,59.4,272.88,95.61,1.9,74.68,0.13,0.8,0.0,21.5,57,1.36,22,6,8,3,153.0,153.0,0.0,153.0,153.0
Quetta,2026-08-06 23:00:00+00:00,153,59.7,275.83,94.54,1.87,74.21,0.12,0.8,0.0,20.7,69,0.89,23,6,8,3,153.0,153.0,0.0,153.0,153.0
Quetta,2026-08-07 00:00:00+00:00,153,59.97,279.93,94.22,1.87,73.36,0.11,0.82,0.0,21.1,65,0.42,0,7,8,4,153.0,153.0,0.0,153.0,153.0
Quetta,2026-08-07 01:00:00+00:00,153,59.94,284.21,93.88,1.88,72.59,0.11,0.81,0.0,20.5,67,0.54,1,7,8,4,153.0,153.0,0.0,153.0,153.0
Quetta,2026-08-07 02:00:00+00:00,153,60.14,291.7,93.99,1.94,72.98,0.11,0.73,0.01,21.9,62,0.96,2,7,8,4,153.0,153.0,0.0,153.0,154.0
Quetta,2026-08-07 03:00:00+00:00,154,60.53,306.03,93.24,1.72,76.5,0.11,0.6,0.13,25.1,45,0.75,3,7,8,4,153.0,153.0,1.0,153.33333333333334,153.0
Quetta,2026-08-07 04:00:00+00:00,153,59.83,349.79,80.63,0.51,95.29,0.06,0.22,0.07,27.9,31,0.97,4,7,8,4,154.0,153.0,-1.0,153.33333333333334,153.0
Quetta,2026-08-07 05:00:00+00:00,153,58.58,348.42,78.93,0.31,97.17,0.06,0.19,0.06,30.1,18,1.96,5,7,8,4,153.0,154.0,0.0,153.33333333333334,152.0
Quetta,2026-08-07 06:00:00+00:00,152,57.82,346.44,78.39,0.23,97.59,0.06,0.19,0.05,31.1,12,1.89,6,7,8,4,153.0,153.0,-1.0,152.66666666666666,149.0
Quetta,2026-08-07 07:00:00+00:00,149,54.87,329.96,76.06,0.13,100.52,0.06,0.14,0.03,32.4,11,2.22,7,7,8,4,152.0,153.0,-3.0,151.33333333333334,142.0
Quetta,2026-08-07 08:00:00+00:00,142,52.11,306.33,74.88,0.12,100.35,0.06,0.13,0.02,33.1,10,2.65,8,7,8,4,149.0,152.0,-7.0,147.66666666666666,139.0
Quetta,2026-08-07 09:00:00+00:00,139,50.81,292.74,75.24,0.13,99.23,0.07,0.14,0.02,33.6,10,3.16,9,7,8,4,142.0,149.0,-3.0,143.33333333333334,138.0
Quetta,2026-08-07 10:00:00+00:00,138,50.65,289.33,76.04,0.14,99.57,0.08,0.14,0.02,33.7,10,3.39,10,7,8,4,139.0,142.0,-1.0,139.66666666666666,137.0
Quetta,2026-08-07 11:00:00+00:00,137,50.08,285.27,75.66,0.15,99.88,0.08,0.13,0.02,33.4,10,3.22,11,7,8,4,138.0,139.0,-1.0,138.0,135.0
Quetta,2026-08-07 12:00:00+00:00,135,49.21,279.23,75.33,0.17,100.58,0.08,0.13,0.02,32.7,11,3.85,12,7,8,4,137.0,138.0,-2.0,136.66666666666666,132.0
Quetta,2026-08-07 13:00:00+00:00,132,48.29,270.54,75.69,0.26,101.24,0.08,0.13,0.02,31.4,11,3.71,13,7,8,4,135.0,137.0,-3.0,134.66666666666666,130.0
Quetta,2026-08-07 14:00:00+00:00,130,47.35,260.88,76.61,0.41,101.26,0.08,0.16,0.01,30.1,11,2.79,14,7,8,4,132.0,135.0,-2.0,132.33333333333334,126.0
Quetta,2026-08-07 15:00:00+00:00,126,45.76,249.88,76.9,0.49,101.47,0.08,0.17,0.0,28.6,12,1.17,15,7,8,4,130.0,132.0,-4.0,129.33333333333334,121.0
Quetta,2026-08-07 16:00:00+00:00,121,43.5,227.66,79.49,0.76,97.38,0.1,0.29,0.0,27.9,14,0.3,16,7,8,4,126.0,130.0,-5.0,125.66666666666667,117.0
Quetta,2026-08-07 17:00:00+00:00,117,42.2,208.91,84.27,1.18,92.42,0.11,0.48,0.0,26.3,21,1.3,17,7,8,4,121.0,126.0,-4.0,121.33333333333333,115.0
Quetta,2026-08-07 18:00:00+00:00,115,41.01,194.78,87.61,1.52,88.87,0.11,0.63,0.0,25.6,25,1.33,18,7,8,4,117.0,121.0,-2.0,117.66666666666667,110.0
Quetta,2026-08-07 19:00:00+00:00,110,39.25,180.33,88.44,1.68,86.04,0.1,0.75,0.0,23.8,41,1.39,19,7,8,4,115.0,117.0,-5.0,114.0,106.0
Quetta,2026-08-07 20:00:00+00:00,106,37.63,169.23,87.98,1.65,83.97,0.1,0.75,0.0,22.3,55,1.45,20,7,8,4,110.0,115.0,-4.0,110.33333333333333,102.0
Quetta,2026-08-07 21:00:00+00:00,102,35.74,157.48,86.45,1.53,83.24,0.09,0.67,0.0,21.1,64,1.54,21,7,8,4,106.0,110.0,-4.0,106.0,96.0
Quetta,2026-08-07 22:00:00+00:00,96,33.33,144.21,84.39,1.42,82.52,0.09,0.58,0.0,20.4,70,1.63,22,7,8,4,102.0,106.0,-6.0,101.33333333333333,92.0
Quetta,2026-08-07 23:00:00+00:00,92,31.6,134.81,84.1,1.44,80.71,0.08,0.57,0.0,19.8,76,1.52,23,7,8,4,96.0,102.0,-4.0,96.66666666666667,90.0
Quetta,2026-08-08 00:00:00+00:00,90,30.44,130.01,84.6,1.5,78.89,0.08,0.6,0.0,19.4,76,1.12,0,8,8,5,92.0,96.0,-2.0,92.66666666666667,88.0
Quetta,2026-08-08 01:00:00+00:00,88,29.53,127.73,84.98,1.54,77.52,0.08,0.62,0.0,18.9,79,1.16,1,8,8,5,90.0,92.0,-2.0,90.0,86.0
Quetta,2026-08-08 02:00:00+00:00,86,28.85,130.14,85.0,1.55,78.51,0.08,0.57,0.01,20.3,73,1.46,2,8,8,5,88.0,90.0,-2.0,88.0,87.0
Quetta,2026-08-08 03:00:00+00:00,87,29.0,143.74,83.7,1.23,83.81,0.08,0.46,0.1,24.5,49,0.76,3,8,8,5,86.0,88.0,1.0,87.0,88.0
Quetta,2026-08-08 04:00:00+00:00,88,29.65,174.67,74.64,0.26,104.08,0.06,0.13,0.04,27.4,34,0.07,4,8,8,5,87.0,86.0,1.0,87.0,84.0
Quetta,2026-08-08 05:00:00+00:00,84,27.91,163.12,72.32,0.16,107.38,0.07,0.11,0.03,29.2,28,0.5,5,8,8,5,88.0,87.0,-4.0,86.33333333333333,83.0
